listing_id,description,Room_type
23521858,Big Boho-Brooklyn Heights Studio Room,private Room
23523123,The Cozy Brooklyn Studio II; limited time offer,entire home/apt
23525066,Gorgeous 1-2 BDR apartment in the Lower East Side,entire home/apt
23527821,Boho/Artsy Sunnywood studio! 20 min to Midtown,entire home/apt
23528984,"L‚ÄôAFRIQUE, C‚ÄôEST CHIC! - 2 Bedroom Apartment",entire home/apt
23529395,A cozy garden apartment,entire home/APT
23536265,Cozy room in 2BR apartment at the Upper East,private Room
23537317,Cozy room on the UES,private Room
23538486,"Posh Park Avenue 1BR w/ Gym, Doorman in Midtown by Blueground",entire home/apt
23538694,Clean Overnight sofa bed By Times Square,Shared Room
23538841,Great location shared place by Times Square,Shared Room
23539037,Room 2- Go Back in Time in Historic Victorian Home,private Room
23540194,"Immaculate townhouse in Clinton Hill, Brooklyn",entire home/apt
23541020,Cozy Furnished Room in Heart of Crown Heights 3BR,private Room
23541451,Spacious Private Apartment near JFK!!,entire home/apt
23544438,"Nolita One Bedroom, in heart of town very quiet",entire home/apt
23545346,Cuarto para 3,private Room
23545793,Last stop on the L train.,entire home/APT
23546631,Surburban Home Near The Pier,entire home/APT
23548260,Spacious one bedroom apartment in Chelsea,entire home/apt
23549904,Lofty 2 Bedroom in Top Gramercy Location!,entire home/apt
23556041,Bright and modern apartment in Williamsburg!,entire home/apt
23559210,Sweet Studio Manhattan,entire home/apt
23560187,Comfy Basement Studio,private Room
23561980,Bright & Quiet Minutes from Washington Square Park,entire home/apt
23565616,Studio apartment w/ balcony near subway!,entire home/apt
23565676,"luxury 2 bedrom, 1 bath, 1 living room top FL view",entire home/apt
23566549,Harlem Gem,entire home/apt
23568057,Monkey Jackson height cozy,private Room
23572577,Sunny Bushwick Bedroom,private Room
23573383,Sunny Williamsburg Home,entire home/apt
23575358,Cozy quarters for your getaway!,entire home/apt
23580002,Classic Brooklyn Apartment,entire home/apt
23582566,Beautiful 3 bed 2 bath blocks fr subway in Astoria,entire home/apt
23582823,Cozy and charming 01 bedroom studio,entire home/apt
23583435,2 bedroom tourist heaven with outdoor space.,entire home/apt
23584115,The Sweet Spot of NYC,private Room
23584507,‚ô•Private Master Bath | Express Train+Free Parking‚òÜ,entire home/apt
23593409,Chic + Relaxing Vibe + Close to Subway,entire home/apt
23593582,Jestina's Place: Private bedroom &  livingroom!,private Room
23595013,Studio Apartment in Manhattan,entire home/apt
23595420,Designer Loft - Best location in Williamsburg,entire home/apt
23596665,Beautiful 420-Friendly Private Bedroom & Bath,private Room
23597076,Bronx Cozy 1 Bedroom Apartment with entire access.,entire home/APT
23601676,Heart of Astoria 3 bedrooms apt,entire home/apt
23605182,Beautiful Private Room 5 min away from Mid-town,private Room
23606468,NEW-BRIGHT-SPACIOUS-LES-W/D-2BATH-BY TRAIN-ROOFTOP,private Room
23606605,West Village  1 br  apartment w skylight&fireplace,entire home/apt
23606804,Sunny One Bedroom in Bed Stuy Close to Train,entire home/APT
23608665,Huge bedroom with lots of light & free yoga/sauna!,private Room
23608727,Room in Cozy Apartment,private Room
23610064,Private room w/memory foam QUEEN bed SUNNY space,private Room
23610557,Sunny Private Room in Prime Bushwick on the park!,private Room
23611312,Spacious & Cozy Historical Flat,entire home/apt
23612284,"Spacious, sunny duplex in Fort Greene, Brooklyn",entire home/apt
23612681,Shared Room 1 Stop from Manhattan on the F Train,private Room
23612811,"Large, Sunny Private Bedroom in Kingsbridge, Bronx",private Room
23613576,‚ô•Private Home Express Subway Station+Free Parking‚òÜ,entire home/apt
23613688,Clean Spacious Duplex by Yankee Stadium,entire home/apt
23614417,478 BROOKLYN  2 bedrooms/2 bathrooms (974sf),entire home/APT
23620728,Huge Private Garden Apt - Memory Foam Mattress,private Room
23624930,Lisa's Comfort Zone,private Room
23626799,LUXURY TWO BEDROOM TWO BATHROOM APT,entire home/apt
23626886,Excellent for Vacation or Business - Heart of NYC,entire home/apt
23627524,Private Apartment steps from Central Park,entire home/apt
23628745,"Queen Bedroom besides Central Park, West Side",private Room
23629364,BEST value in Midtown! 1-bdrm luxury condo.,entire home/apt
23629960,"Bright, spacious loft in the heart of Soho",entire home/apt
23631288,Lower East Side Oasis  (private room),private Room
23631725,Private Cozy Room,private Room
23632578,Chelsea Studio Steps from Madison Square Garden,entire home/apt
23632853,Entire sunny 2-floor loft in East Williamsburg,entire home/APT
23634984,Shared male room with bunk beds for rent for MALE,Shared Room
23635601,"Cozy, Sunny Bedroom available in Crown Heights",private Room
23636223,Upper West Side Manhattan Comfort 2,private Room
23642287,Hip 1 Bedroom w/Buddha Awaits You in Brooklyn,entire home/apt
23643300,Brooklyn One-bedroom: steps from Prospect Park,entire home/apt
23644347,Private Sunshine Room,private Room
23648504,2-bdrm Luxury Condo in Midtown,entire home/apt
23649906,2 Bedroom Brooklyn Apt Minutes from NYC Landmarks.,entire home/apt
23650008,Bedstuy/Bushwick home in the urban jungle,private Room
23650568,2 Bedroom by Bayside Train 21 mins from Manhattan,entire home/apt
23651443,Matilda's House,entire home/apt
23652689,Harlem Hideaway,private Room
23654584,Comfortable Shared Apt  In Midtown,SHARED Room
23660051,Room 3 - 1920's Style in Historic Victorian Home,private Room
23662887,Welcoming space w/ private room in Upper Manhattan,private Room
23664280,"One bedroom apt in Astoria, close to subway stop",entire home/apt
23664916,"Beautiful 2 level apt, center of it Fort Greene!",entire home/apt
23666777,LATE CHECK IN DISCOUNT! NO CLEANING FEE! 2/5 train,private Room
23667332,The Turquoise Room,private Room
23668381,"Luxurious, Sunny Apartment Overlooking Park",entire home/apt
23668731,Family studio beside Empire State #68,entire home/apt
23668732,Family Studio beside Empire State #3,entire home/apt
23668734,Deluxe Studio view Empire State #10,entire home/apt
23668735,Deluxe Apartment view Broadway #5,entire home/apt
23668736,One Bedroom Apartment beside Empire State #9,entire home/APT
23668737,Family Studio beside Empire State #53,entire home/apt
23668738,Deluxe Studio view Empire State #8,entire home/apt
23668739,Family Studio besides Empire State Building #59,entire home/APT
23668740,Deluxe Studio view Broadway #4,entire home/apt
23668741,One Bedroom Apartment beside Empire State #4,entire home/apt
23668742,Family Studio beside Empire State #52,entire home/apt
23668743,Family Studio near Empire State #56,entire home/apt
23668745,Family Apartment One Bedroom beside Empire State #62,entire home/apt
23668746,One Bedroom Apartment beside Empire State #6,entire home/apt
23668747,Deluxe Apartment Fith Ave View #89,entire home/apt
23668754,Sunlit Charming Studio in Park Slope,entire home/apt
23668849,‚ôî 1min to Center of Times Square & 42nd St. ‚ôî,private Room
23669006,"4 bdrm Riverdale apt, 15-30 minutes to Manhattan",entire home/apt
23669328,Private Bedroom in Apartment in Bushwick & Bedstuy,private Room
23670513,Nice place for ladies only,SHARED Room
23671009,"PARK SLOPE REDESIGNED apt 2 BDRS trains F,G,R,2,3!",entire home/apt
23681735,1 Bedroom Apt with Terrace in East Village-Terrace,entire home/apt
23683049,Luxurious Three Bedroom,entire home/APT
23683520,Brownstone 439,entire home/apt
23683924,Stunning designer loft in the heart of Downtown,entire home/apt
23684655,Comfy and Spacious Oasis in Artsy Neighborhood,private Room
23684864,Fort Greene 3 bedroom duplex apartment,entire home/apt
23684973,"Gramercy Park. Private, on the park",private Room
23686606,Huge 1BR Wes Anderson Style Manhattan Apartment,entire home/apt
23687344,"Large Room in Brownstone, heart of historic Harlem",private Room
23690062,Beautiful Shared Apt in West Midtown,Shared Room
23691189,"Bright cozy room near Subway (M, J, Z, G trains)",shared Room
23691588,Spacious shared room in modern Bed-Stuy,Shared Room
23692933,Luxury Townhouse w Balcony in West Village / Soho,entire home/APT
23696307,"Lovely 2 bdr loft in Clinton Hill, Brooklyn",entire home/apt
23696695,Large and bright private space in shared house!,private Room
23700333,Private room only 1 min from Empire state Building,private Room
23702317,The Greenland In Harlem NYC,private Room
23702356,The Yellow CropTop in Harlem NYC,private Room
23703345,Home Away From Home-2,entire home/apt
23709995,Comfortable 1 Bedroom Gem in Chinatown / Lil Italy,entire home/APT
23710983,Private light filled room in spacious apartment,private Room
23712143,2e chambre pour 1 personne o?? couple,private Room
23713825,Private Room,private Room
23714194,Spacious Sunny Studio- heart of Lower East Side,entire home/apt
23714854,Gorgeous Room in Downtown Designer Apartment,private Room
23718065,Room for rent in a family house,private Room
23719597,1 BR Near Union Square - a bridge to all boroughs,entire home/apt
23723855,Sunny Room in Townhouse near Central Park,private Room
23725946,Cozy Oasis is Clinton Hill.,entire home/APT
23727037,Brooklyn's Best Kept Secret,entire home/apt
23727326,Spacious brand new apartment 2 bedrooms - 2bath,entire home/apt
23727923,2 Bedroom Apt Newly renovated-10 Min to Times SQ.,entire home/apt
23728057,Luxurious Brooklyn Getaway - Two Bedroom Apartment,entire home/apt
23728069,Marlborough Road Air BnB,entire home/apt
23729632,"Sunny, clean & cozy room in Williamsburg",private Room
23733244,Bushwick Oasis,private Room
23741795,"Cozy, Eclectic Brooklyn Getaway",entire home/apt
23743988,"PRIVATE CLEAN APARTMENT, NEXT TO CENTRAL PARK!",entire home/apt
23744762,Large Yankee stadium Bronx bedroom in spacious apt,private Room
23745442,"COZY PRIVATE ROOM, FLUSHING QUEENS Big room",private Room
23745732,*Prime East Village* Quiet & Spacious 2BR Flat,entire home/apt
23746579,"Spacious,sunny, artistic loft by the L train",entire home/apt
23747164,"Artsy NYC Apt & BACKYARD, 7 Minutes to Manhattan",entire home/apt
23747957,Modern Harlem Gem,entire home/APT
23748601,"Spacious Park View Parlor Floor, Artists Townhouse",entire home/apt
23749162,West Village Paradise - Large 1 bedroom,entire home/apt
23750601,Charming & inviting Brooklyn Brownstone apartment,entire home/apt
23752247,Super sunny 1BR apartment in West Village,entire home/apt
23752922,Luxurious Townhouse in Williamsburg,entire home/apt
23756498,Private and Cozy in the Heart of Flatbush Avenue,entire home/apt
23760168,"HUGE *SUITE*, with EN SUITE, AC/Heat",entire home/APT
23761645,2BR Wakefield Bronx 20 min NYC 10 min  Westchester,entire home/apt
23761707,Large Private Room. Safe area. Near 4 and D trains,private Room
23762605,"Luxury Bedroom in  a Cozy, Relaxed NYC Atmosphere!",private Room
23763367,Astoria Prime,entire home/apt
23765706,Beautiful Large 1br in the middle of Manhattan,entire home/apt
23765937,Huge Williamsburg Loft w/ kids friendly amenities.,entire home/apt
23768711,"Flushing ÊóÖÊ??,Êé¢‰??,ÁïôÂ?¶ÁîüÈ¶ñÈÄâ private bedrm, bath, livingrm",entire home/apt
23769218,Better than hotel whole apt next 2 MAIN ST Flushin,entire home/apt
23772252,"Large, Sunny Williamsburg Apt - Private Room :)",private Room
23772767,First floor #6,private Room
23773431,Comfortable home in the heart of it all,private Room
23775392,"Big, Sunny 1 Bed- Roof Top Access-Central Location",private Room
23779181,Sunny Bedroom in East Harlem,private Room
23784498,Entire 2 bedroom Brownstone apt - Bedstuy Brooklyn,entire home/apt
23784779,Downtown private room (Queen Bed) + BREAKFAST,private Room
23785875,Large Manhattan Duplex 30 mins to Times Square!,entire home/apt
23788475,Clean Room right by Columbus Circle / Central Park,private Room
23788708,"Location! Location! Location! Quiet and Cozy, 3 bd",entire home/apt
23789480,Queen Charlotte‚Äôs in B‚Äôklyn  (accommodation for 1),private Room
23790556,A private bedroom in the Heart of the East Village,private Room
23790744,Park-lovers Paradise in Central Manhattan,private Room
23791349,Modern style apartment in the heart of Bushwick,entire home/apt
23792606,Newest private room / 15 mins to Manhattan,private Room
23792656,G&G Brooklyn Palace,entire home/apt
23799904,Bright and Beautiful 1BR in Downtown Flushing,entire home/apt
23803334,Cozy private room in the Heart of Williamsurg!,private Room
23804783,"Zen Private Bedroom ~Hamilton Heights, NY",private Room
23807257,Historic Brownstone - Full Floor - Central Harlem,entire home/apt
23807600,A Gem close to every Borough in NYC!!,entire home/APT
23807689,Il Ponte *LES* Suite - free street Parking & Wifi,entire home/APT
23809758,Modern Home with Exposed Brick on a Quiet Street,private Room
23809978,2 bedrooms in a Red Hook Brooklyn home!,private Room
23810398,Bed Stuy Brownstone 50 steps to the Train :),private Room
23811416,‚òÖMinimalist Spacious Bright sunny room in Midtown‚òÖ,private Room
23811541,"Luxury Apartment close to Time Square, NYC",private Room
23812583,‚òÖ Clean/Trendy/Sunny room ‚òÖ in the center of NYC,private Room
23820164,The Spark Spot,entire home/apt
23820465,Suite Dante-15 min Central Park+free street park,entire home/apt
23820538,Large 3 Bedroom Loft in Heart of Williamsburg,entire home/apt
23820909,Charming Bright Apartment Minutes From Manhattan,entire home/apt
23821848,"Bright, super spacious 1.5 bedroom apt",entire home/apt
23822397,Sunny room in Bushwick loft with private balcony,private Room
23827905,Central Park View-Free Museum Tickets-Private Room,private Room
23837898,The Sunset Affair,entire home/apt
23838063,Spacious getaway room in the heart of Bushwick,private Room
23838400,Spacious East village apartment,entire home/APT
23838734,Bedroom in Harlem near Central Park,private Room
23839013,New 2-Bedrooms on Grymes Hill,entire home/apt
23839200,"Friendly, unpretentious, close to the subway",private Room
23839890,Beautiful huge room with a lovely Bay Window,private Room
23839939,"*Location, Location | Chelsea | Meat Packing*",entire home/apt
23840030,"Cozy, Convenient 10 min from Manhattan !",private Room
23842204,Cozy Brooklyn Oasis 20min to Manhattan(for 1 or 2),private Room
23842721,Wendy's New York Homestay,private Room
23844034,Marce‚Äôs  Retreat- Perfection in NYC!,entire home/apt
23849343,Apartment in Midtown East,entire home/apt
23851659,Cozy bedroom in the heart of South Harlem,private Room
23852718,"Sunlit Williamsburg Apartment, Prime Location",entire home/apt
23855867,HUGE 1 bedroom in Manhattan,entire home/apt
23856563,Sun-filled Artist Home 1BR in convenient L.I.C !,entire home/apt
